 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,
ASM,0.227922,0.122695,0.0849029,0.0728651,0.102667,0.0830244,0.0778627,0.0790094,0.092389,0.0852334,0.0798454,0.0816222,0.089063,0.0904966,0.0858666,0.0861418,0.0898629,0.0884826,0.087308,0.0896921,0.0951212,0.0917892,0.0898667,0.0929426,0.0990717,0.0959477,0.0994692,0.0942894,0.0990973,0.100818,0.100551,0.0936372,0.102808,0.102195,0.104285,0.102737,0.104915,0.10395,0.105265,0.107427,0.109057,0.109064,0.110212,0.109918,0.111286,0.111461,0.115966,0.112116,0.115702,0.119389,0.132869,0.12229,0.121154,0.116657,0.124123,0.120813,0.122387,0.123508,0.121894,0.123504,0.122996,0.132179,0.127981,0.127751,
C,0.229463,0.118812,0.0823077,0.0714885,0.100197,0.0856268,0.0793042,0.0734354,0.0889859,0.0811074,0.0797222,0.0812626,0.0905075,0.0848485,0.0830865,0.0833718,0.0898098,0.0895796,0.0896748,0.0853839,0.0917543,0.0893917,0.0900787,0.0929252,0.0958578,0.0935135,0.0945013,0.0932941,0.0967869,0.0983714,0.0987673,0.0981185,0.100223,0.102298,0.102017,0.106108,0.106162,0.111737,0.106577,0.103767,0.105883,0.107782,0.107334,0.108804,0.110087,0.111804,0.11343,0.115563,0.112439,0.113092,0.114165,0.114969,0.117437,0.114806,0.118876,0.118061,0.119206,0.121972,0.122522,0.119286,0.123671,0.124785,0.129939,0.139861,
