 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,
ASM,0.0360696,0.0195117,0.0144292,0.0133852,0.0176659,0.0178797,0.0164946,0.0163201,0.0193277,0.0196912,0.0213228,0.0212896,0.0215507,0.0233438,0.0242433,0.0245807,0.0243812,0.0252217,0.0266476,0.0271244,0.0279208,0.0280218,0.0299559,0.031709,0.0344316,0.0343863,0.0327983,0.0363792,0.0470666,0.0414837,0.0402615,0.0404602,0.0498277,0.0349703,0.0412437,0.0422133,0.0428777,0.0440592,0.0443411,0.0445627,0.0441898,0.0456509,0.0449099,0.0469715,0.0487619,0.0488526,0.0477922,0.0424059,0.0397621,0.0380411,0.0403417,0.0459679,0.0361712,0.0439671,0.0438646,0.045277,0.0430573,0.0399493,0.0442267,0.0502961,0.0466246,0.041221,0.0493049,0.0479655,
C,0.03529,0.018692,0.0136956,0.013797,0.0176682,0.016574,0.0156067,0.0178074,0.0191665,0.0190576,0.0192889,0.021392,0.0238604,0.024538,0.0260681,0.0235881,0.0216185,0.0265589,0.0261792,0.0281505,0.0279392,0.0283572,0.0301683,0.0300525,0.031001,0.0309622,0.0327228,0.0339195,0.0329713,0.0340597,0.0336542,0.03551,0.0345826,0.0349249,0.0357085,0.0320771,0.0333751,0.0374996,0.0381473,0.0391157,0.0406719,0.037612,0.0404077,0.0522332,0.0403205,0.0399063,0.0396512,0.0392873,0.0351861,0.0402716,0.0338679,0.0438271,0.047837,0.0462963,0.0436378,0.0463996,0.0432466,0.0496569,0.0446571,0.0425761,0.0454313,0.0504976,0.0361717,0.0587968,
