 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
ASM	0,902753	0,462687	0,315986	0,252086	0,302116	0,279562	0,287396	0,263667	0,31531	0,303552	0,282046	0,276943	0,324821	0,302754	0,296364	0,294677	0,31811	0,298659	0,299938	0,29126	0,317147	0,311634	0,305029	0,304538	0,289493	0,304386	0,304259	0,302317	0,317204	0,309213	0,310648	0,307243	0,317846	0,312632	0,310605	0,326257	0,336504	0,321494	0,331149	0,33522	0,348449	0,344665	0,330564	0,334005	0,351512	0,334626	0,335022	0,334287	0,332567	0,342641	0,332175	0,336814	0,336526	0,337453	0,333746	0,335391	0,345119	0,335145	0,338494	0,338756	0,344888	0,345676	0,357527	0,354918
C	0,885958	0,445476	0,307991	0,245494	0,297084	0,28475	0,29059	0,273722	0,321136	0,301798	0,279518	0,276241	0,316386	0,286433	0,28097	0,273882	0,301844	0,298856	0,279862	0,283916	0,306729	0,309325	0,299408	0,295263	0,310391	0,303518	0,303341	0,301231	0,308132	0,305278	0,30303	0,30457	0,31365	0,294326	0,308601	0,308145	0,317566	0,321974	0,31624	0,304424	0,309593	0,295709	0,309572	0,31542	0,31626	0,319001	0,313019	0,298888	0,321561	0,320895	0,326961	0,323708	0,326695	0,311514	0,329706	0,333415	0,339717	0,340243	0,334044	0,333688	0,348021	0,353651	0,349746	0,363048
