	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
ASM	0,0826621	0,04269	0,0309538	0,0266636	0,0361915	0,0325811	0,0293716	0,0296022	0,0341911	0,0319432	0,0309048	0,0313315	0,0349706	0,0334107	0,0343775	0,0333127	0,036243	0,0362515	0,0368246	0,0372793	0,0396578	0,0394721	0,0386736	0,040061	0,0427403	0,0415787	0,0417678	0,0449706	0,043384	0,0437823	0,0456837	0,0454952	0,0467411	0,0465248	0,0475122	0,0483964	0,0489073	0,0491301	0,0501723	0,0504303	0,0520683	0,052974	0,0483526	0,0550577	0,0536534	0,0555808	0,0564936	0,0562408	0,0567001	0,0587027	0,0646092	0,0590408	0,0571876	0,0547609	0,0574443	0,0596177	0,0605112	0,0552224	0,0606531	0,0593779	0,0580358	0,0657837	0,0557195	0,0600746
C	0,132132	0,0676717	0,047447	0,0372449	0,0569579	0,0484299	0,0430075	0,0370256	0,0511361	0,0471572	0,0457197	0,047564	0,0515573	0,0500379	0,0471862	0,0477168	0,0514809	0,0537934	0,0523785	0,0509273	0,054208	0,0533962	0,0532798	0,0532602	0,0566545	0,0561192	0,0557389	0,0570726	0,0583672	0,0579069	0,0580817	0,0605819	0,0613172	0,0600267	0,0612872	0,0695419	0,0684415	0,0692376	0,0751312	0,0683654	0,0679408	0,0687351	0,0677043	0,0695464	0,0698306	0,0690519	0,0695907	0,0705415	0,0707465	0,0720659	0,074267	0,0738734	0,0732119	0,0752942	0,0758871	0,0767624	0,0772767	0,0782596	0,0781218	0,0785334	0,0804478	0,0796751	0,0850061	0,0900891
