	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
ASM	0,0504432	0,0262736	0,0188808	0,0156857	0,0236356	0,0203018	0,0186321	0,0189557	0,0225799	0,0217241	0,0210117	0,0210816	0,024957	0,0236122	0,0242526	0,0248042	0,0261193	0,0260214	0,0263897	0,0270011	0,0276955	0,0292139	0,0292058	0,0291911	0,0319075	0,0342724	0,0317716	0,0344598	0,0333381	0,0332871	0,0345256	0,0351598	0,0359528	0,0371688	0,0374526	0,0382433	0,0396072	0,0376084	0,0380151	0,0389757	0,0391588	0,0374089	0,0412105	0,0400701	0,0425504	0,0397885	0,0439274	0,0437393	0,0442547	0,0435264	0,0485161	0,0548447	0,0489208	0,0423306	0,0358442	0,0477732	0,0474854	0,0466869	0,0418157	0,0525704	0,0459287	0,0400845	0,0505193	0,0497959
C	0,0796852	0,0412135	0,0286254	0,0233102	0,0347139	0,030131	0,0276234	0,0267288	0,0323769	0,0300829	0,0293943	0,0294898	0,0334558	0,0339646	0,0334079	0,0338761	0,0373036	0,0356005	0,0348263	0,0352919	0,0369618	0,0372825	0,0373467	0,0387624	0,0391813	0,0401152	0,0402749	0,0411794	0,0428799	0,0417542	0,0423515	0,0436481	0,0444048	0,0447537	0,0446041	0,0464924	0,0464654	0,0499495	0,0525722	0,0528846	0,0509665	0,0507903	0,0525857	0,0513295	0,0526925	0,0532079	0,0529869	0,0527312	0,0530367	0,0542788	0,0543509	0,0551611	0,0482403	0,054424	0,0578173	0,0530381	0,0586604	0,0598912	0,0577461	0,0540029	0,0589921	0,0614845	0,0572321	0,0641198
