,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
ASM,"1,30653","0,671536","0,460996","0,36695","0,384063","0,382216","0,381217","0,352723","0,411786","0,409928","0,402884","0,387328","0,423149","0,407482","0,391928","0,378316","0,426588","0,406907","0,39239","0,381996","0,418863","0,404458","0,396429","0,385168","0,416779","0,405572","0,396271","0,389342","0,416013","0,408116","0,405371","0,39821","0,415718","0,408883","0,402097","0,40692","0,419118","0,41642","0,404167","0,405235","0,419313","0,414005","0,410203","0,413556","0,429282","0,41861","0,41286","0,41856","0,424068","0,427362","0,420047","0,429787","0,43029","0,425607","0,381183","0,402476","0,429415","0,429269","0,429563","0,433867","0,43682","0,422909","0,422956","0,424059"
C,"2,08783","1,06319","0,723888","0,588589","0,599325","0,584899","0,614693","0,588321","0,613738","0,605861","0,626985","0,616274","0,60495","0,619526","0,602182","0,61198","0,60037","0,624859","0,613564","0,606429","0,642321","0,627267","0,612209","0,590162","0,63588","0,623038","0,610934","0,604277","0,641388","0,62622","0,61401","0,599691","0,641133","0,617713","0,615134","0,607814","0,649535","0,629221","0,6236","0,619798","0,640655","0,630865","0,630581","0,630764","0,639202","0,634769","0,627234","0,615349","0,648044","0,639098","0,633432","0,65537","0,659239","0,659681","0,646729","0,650521","0,683887","0,706031","0,6886","0,666246","0,669354","0,668095","0,702768","0,667297"
